location,Bed,Bath,Ft,price
Chicago,5.0,5.0,5200.0,1099000.0
Chicago,4.0,2.5,,549900.0
Chicago,6.0,3.0,1584.0,424900.0
Chicago,3.0,2.0,1699.0,570000.0
Chicago,2.0,2.0,1150.0,284500.0
Chicago,4.0,2.0,1650.0,219000.0
Chicago,3.0,1.5,2282.0,649000.0
Chicago,3.0,3.0,1312.0,355900.0
Chicago,3.0,3.5,3500.0,800000.0
Chicago,3.0,2.0,1163.0,229999.0
Chicago,4.0,1.5,1900.0,215000.0
Chicago,3.0,1.0,1178.0,260000.0
Chicago,4.0,2.0,2198.0,699999.0
Chicago,4.0,4.0,3168.0,799900.0
Chicago,3.0,2.5,2130.0,550000.0
Chicago,3.0,1.0,940.0,99500.0
Chicago,3.0,2.5,2000.0,900000.0
Chicago,3.0,1.0,1320.0,220000.0
Chicago,2.0,1.5,1642.0,165000.0
Chicago,5.0,2.5,1600.0,369900.0
Chicago,4.0,2.0,1200.0,315000.0
Chicago,3.0,3.0,2000.0,265000.0
Chicago,4.0,1.5,1036.0,252000.0
Chicago,3.0,1.5,1678.0,429900.0
Chicago,3.0,2.0,939.0,339900.0
Chicago,3.0,3.5,2855.0,849999.0
Chicago,4.0,2.0,1998.0,180987.0
Chicago,6.0,1.5,1713.0,179900.0
Chicago,4.0,3.5,3200.0,1100000.0
Chicago,3.0,1.5,1732.0,340000.0
Chicago,4.0,3.5,4453.0,749000.0
Chicago,4.0,2.0,1508.0,425000.0
Chicago,2.0,1.5,1141.0,199900.0
Chicago,4.0,2.5,2300.0,279000.0
Chicago,3.0,2.0,,130000.0
Chicago,4.0,1.0,1500.0,225900.0
Chicago,4.0,3.0,,497500.0
Chicago,5.0,2.5,2641.0,699900.0
Chicago,4.0,2.0,2177.0,200000.0
Chicago,2.0,2.0,1800.0,240000.0
Chicago,4.0,3.0,2800.0,479000.0
Chicago,4.0,3.0,2000.0,539900.0
Chicago,3.0,2.0,1404.0,460000.0
Chicago,5.0,2.5,2600.0,775000.0
Chicago,2.0,1.0,1071.0,569000.0
Chicago,4.0,2.0,1140.0,149000.0
Chicago,2.0,3.5,3330.0,1799000.0
Chicago,5.0,3.5,3318.0,1299770.0
Chicago,4.0,2.0,2576.0,399000.0
Chicago,3.0,2.0,1500.0,246900.0
Chicago,3.0,1.5,,799000.0
Chicago,3.0,2.5,1586.0,289999.0
Chicago,4.0,2.0,3973.0,379000.0
Chicago,2.0,1.0,1300.0,249900.0
Chicago,2.0,2.0,1165.0,335000.0
Chicago,4.0,2.0,1421.0,449000.0
Chicago,4.0,2.5,,810000.0
Chicago,3.0,2.0,1617.0,229900.0
Chicago,3.0,1.0,1433.0,319900.0
Chicago,3.0,2.0,1100.0,325000.0
Chicago,6.0,2.0,1800.0,344900.0
Chicago,5.0,3.0,2257.0,585000.0
Chicago,3.0,2.0,1448.0,445000.0
Chicago,3.0,4.5,3000.0,639999.0
